stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station,wheelchair_boarding,level_id
STN_N06,Wiehle-Reston East,,38.94783193,-77.34031555,91,1,,1,
STN_N04,Spring Hill,,38.92921225,-77.24189135,90,1,,1,
STN_N03,Greensboro,,38.9212686,-77.23416237,89,1,,1,
STN_N02,Tysons,,38.92068462,-77.22158868,88,1,,1,
STN_N01,McLean,,38.92433888,-77.21053,87,1,,1,
STN_K08,Vienna,,38.87757822,-77.2724589,3,1,,1,
STN_K07,Dunn Loring,,38.8836488,-77.22724305,3,1,,1,
STN_K06,West Falls Church,,38.9007884,-77.18922099,2,1,,1,
STN_K05,East Falls Church,,38.88602629,-77.15694404,1,1,,1,
STN_K04,Ballston,,38.8822602,-77.11322048,1,1,,1,
STN_K03,Virginia Square,,38.88343309,-77.10302399,58,1,,1,
STN_K02,Clarendon,,38.88673936,-77.09544242,1,1,,1,
STN_K01,Court House,,38.89015263,-77.08714356,1,1,,1,
STN_J03,Franconia-Springfield,,38.76650549,-77.16799097,3,1,,1,
STN_J02,Van Dorn St,,38.79929181,-77.12926966,71,1,,1,
STN_G05,Downtown Largo,,38.90051057,-76.84465397,86,1,,1,
STN_G04,Morgan Blvd,,38.89400109,-76.86770736,85,1,,1,
STN_G03,Addison Rd,,38.88673121,-76.8941346,1,1,,1,
STN_G02,Capitol Heights,,38.88942916,-76.91183314,5,1,,1,
STN_G01,Benning Rd,,38.89106901,-76.93861946,10,1,,1,
STN_F11,Branch Ave,,38.82671771,-76.9118167,83,1,,1,
STN_F10,Suitland,,38.84466776,-76.93286932,82,1,,1,
STN_F09,Naylor Rd,,38.85112092,-76.95660457,81,1,,1,
STN_F08,Southern Ave,,38.84095364,-76.97521082,80,1,,1,
STN_F07,Congress Heights,,38.84569521,-76.98843915,79,1,,1,
STN_F06,Anacostia,,38.86328678,-76.99555939,10,1,,1,
STN_F05,Navy Yard-Ballpark,,38.87647255,-77.0058773,10,1,,1,
STN_F04,Waterfront,,38.87645595,-77.01755936,10,1,,1,
STN_F02,Archives,,38.89322449,-77.02190866,10,1,,1,
STN_E10,Greenbelt,,39.01109343,-76.91119726,8,1,,1,
STN_E09,College Park-U of MD,,38.97830324,-76.92834004,8,1,,1,
STN_E08,Hyattsville Crossing,,38.96529153,-76.95642247,5,1,,1,
STN_E07,West Hyattsville,,38.95527582,-76.96949977,5,1,,1,
STN_E05,Georgia Ave-Petworth,,38.93736709,-77.02353736,78,1,,1,
STN_E04,Columbia Heights,,38.92750233,-77.03252102,77,1,,1,
STN_E03,U St,,38.91700896,-77.02752021,70,1,,1,
STN_E02,Shaw-Howard,,38.91351778,-77.02192262,69,1,,1,
STN_E01,Mt Vernon Square,,38.90657966,-77.02192049,66,1,,1,
STN_D13,New Carrollton,,38.94802813,-76.8718705,8,1,,1,
STN_D12,Landover,,38.93350374,-76.89126522,5,1,,1,
STN_D11,Cheverly,,38.91664068,-76.91666181,5,1,,1,
STN_D10,Deanwood,,38.9082237,-76.93516312,10,1,,1,
STN_D09,Minnesota Ave,,38.89916816,-76.94674282,10,1,,1,
STN_D08,Stadium-Armory,,38.88692677,-76.97707387,10,1,,1,
STN_D07,Potomac Ave,,38.8812707,-76.98557963,10,1,,1,
STN_D06,Eastern Market,,38.88463248,-76.99607485,10,1,,1,
STN_D05,Capitol South,,38.88507317,-77.00521546,10,1,,1,
STN_D04,Federal Center SW,,38.88507577,-77.01593741,10,1,,1,
STN_D03_F03,L'Enfant Plaza,,38.8848935,-77.02191272,10,1,,1,
STN_D02,Smithsonian,,38.8885055,-77.02863058,50,1,,1,
STN_D01,Federal Triangle,,38.8938337,-77.02813189,10,1,,1,
STN_C15,Huntington,,38.79382977,-77.07530039,2,1,,1,
STN_C14,Eisenhower Ave,,38.8003537,-77.07115634,1,1,,1,
STN_C13,King St-Old Town,,38.80660864,-77.0609744,1,1,,1,
STN_C12,Braddock Rd,,38.81408652,-77.05372176,7,1,,1,
STN_C10,Ronald Reagan Washington National Airport,,38.85350503,-77.04404792,11,1,,1,
STN_C09,Crystal City,,38.85784574,-77.05057183,11,1,,1,
STN_C08,Pentagon City,,38.86185214,-77.05951586,43,1,,1,
STN_C07,Pentagon,,38.86919464,-77.05411341,42,1,,1,
STN_C06,Arlington Cemetery ,,38.88458844,-77.06309959,3,1,,1,
STN_C05,Rosslyn,,38.89603409,-77.07083752,11,1,,1,
STN_C04,Foggy Bottom-GWU,,38.90069997,-77.05010428,10,1,,1,
STN_C03,Farragut West,,38.90134189,-77.04046401,10,1,,1,
STN_C02,McPherson Square,,38.90134166,-77.03343315,10,1,,1,
STN_B35,NoMa-Gallaudet U,,38.90661683,-77.00331114,84,1,,1,
STN_B11,Glenmont,,39.0617673,-77.05354802,1,1,,1,
STN_B10,Wheaton,,39.03754324,-77.0501104,7,1,,1,
STN_B09,Forest Glen,,39.01494587,-77.04292734,4,1,,1,
STN_B08,Silver Spring,,38.99379857,-77.03130704,4,1,,1,
STN_B07,Takoma,,38.97602203,-77.01812559,10,1,,1,
STN_B06_E06,Fort Totten,,38.95178626,-77.00229579,10,1,,1,
STN_B05,Brookland,,38.93312552,-76.99454629,10,1,,1,
STN_B04,Rhode Island Ave,,38.92091636,-76.99594187,10,1,,1,
STN_B03,Union Station,,38.89749513,-77.0074665,55,1,,1,
STN_B02,Judiciary Square,,38.8962183,-77.01680402,32,1,,1,
STN_B01_F01,Gallery Place,,38.8983797,-77.02280227,10,1,,1,
STN_A15,Shady Grove,,39.11992667,-77.16466928,7,1,,1,
STN_A14,Rockville,,39.08427172,-77.14619289,7,1,,1,
STN_A13,Twinbrook,,39.06269642,-77.12121591,7,1,,1,
STN_A12,North Bethesda,,39.04853893,-77.11307619,4,1,,1,
STN_A11,Grosvenor-Strathmore,,39.02973159,-77.10411655,7,1,,1,
STN_A10,Medical Center,,38.99822547,-77.09675826,4,1,,1,
STN_A09,Bethesda,,38.98327505,-77.09365421,4,1,,1,
STN_A08,Friendship Heights,,38.95938372,-77.08502166,4,1,,1,
STN_A07,Tenleytown,,38.94888613,-77.07967233,53,1,,1,
STN_A06,Van Ness,,38.9432111,-77.06295344,10,1,,1,
STN_A05,Cleveland Park,,38.9349115,-77.0581274,10,1,,1,
STN_A04,Woodley Park,,38.9255617,-77.05269219,10,1,,1,
STN_A03,Dupont Circle,,38.90990924,-77.04359665,10,1,,1,
STN_A02,Farragut North,,38.90314683,-77.03966844,10,1,,1,
STN_A01_C01,Metro Center,,38.89832112,-77.02808839,10,1,,1,
PLF_OR_VIENNA_BL_FRANCONIA_SV_ASHBURN,McPherson Square,OR/BL/SV Lines to Vienna/Franconia-Springfield/Ashburn,38.9013806,-77.0329659,10,3,STN_C02,1,C02_L2
PLF_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,McPherson Square,OR/BL/SV Lines to New Carrollton/Downtown Largo,38.90128802,-77.03296249,10,3,STN_C02,1,C02_L1
PLF_N06_SV_DOWNTOWN_LARGO,Wiehle-Reston East - Silver Line Platform to Downtown Largo,Silver Line Platform to Downtown Largo,38.94778604,-77.34028049,91,3,STN_N06,1,N06_L2
PLF_N04_SV_ASHBURN,Spring Hill,Silver Line Platform to Ashburn,38.92923339,-77.2418629,90,3,STN_N04,1,N04_L2
PLF_N04_SV_DOWNTOWN_LARGO,Spring Hill,Silver Line Platform to Downtown Largo,38.92918792,-77.24192616,90,3,STN_N04,1,N04_L1
PLF_N03_SV_ASHBURN,Greensboro - Silver Line Platform to Ashburn,Silver Line Platform to Ashburn,38.92129025,-77.23413611,89,3,STN_N03,1,N03_L1
PLF_N03_SV_DOWNTOWN_LARGO,Greensboro - Silver Line Platform to Downtown Largo,Silver Line Platform to Downtown Largo,38.92125045,-77.23420242,89,3,STN_N03,1,N03_L2
PLF_N02_SV_ASHBURN,Tysons -  Silver Line Platform to Ashburn,Silver Line Platform to Ashburn,38.92070222,-77.22163829,88,3,STN_N02,1,N02_L1
PLF_N02_SV_DOWNTOWN_LARGO,Tysons - Silver Line Platform to Downtown Largo,Silver Line Platform to Downtown Largo,38.92064076,-77.22162905,88,3,STN_N02,1,N02_L2
PLF_N01_SV_ASHBURN,McLean,Silver Line Platform to Ashburn,38.92439111,-77.21046481,87,3,STN_N01,1,N01_L2
PLF_N01_SV_DOWNTOWN_LARGO,McLean,Silver Line Platform to Downtown Largo,38.92434195,-77.2104306,87,3,STN_N01,1,N01_L1
PLF_K08_OR_NEW_CARROLLTON,Vienna,Orange Line Platform to New Carrollton,38.87758321,-77.27219749,3,3,STN_K08,1,K08_L1
PLF_K07_OR_VIENNA,Dunn Loring,Orange Line Platform to Vienna,38.88334706,-77.22820972,3,3,STN_K07,1,K07_L1
PLF_K07_OR_NEW_CARROLLTON,Dunn Loring,Orange Line Platform to New Carrollton,38.88329715,-77.22818258,3,3,STN_K07,1,K06_L2
PLF_K06_OR_VIENNA,West Falls Church,Orange Line Platform to Vienna,38.90084158,-77.18929807,2,3,STN_K06,1,K06_L1
PLF_K06_OR_NEW_CARROLLTON,West Falls Church,Orange Line Platform to New Carrollton,38.90071475,-77.18928863,2,3,STN_K06,1,K06_L2
PLF_K05_OR_SV_VIENNA_ASHBURN,East Falls Church,Orange/Silver Line - Platform to Vienna/Ashburn,38.8860809,-77.1570369,1,3,STN_K05,1,K05_L1
PLF_K05_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,East Falls Church,Orange/Silver Line -  Platform to New Carrollton/Downtown Largo,38.88602913,-77.1570658,1,3,STN_K05,1,K04_L2
PLF_K04_OR_SV_VIENNA_ASHBURN,Ballston,Orange/Silver Line Platform to Vienna/Ashburn,38.88230696,-77.11291976,1,3,STN_K04,1,K04_L3
PLF_K04_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,Ballston,Orange/Silver Line Platform to New Carrollton/Downtown Largo,38.88221297,-77.11291584,1,3,STN_K04,1,K04_L2
PLF_K03_OR_SV_VIENNA_ASHBURN,Virginia Square,Orange/Silver Line Platform to Vienna/Ashburn,38.88349538,-77.10296084,58,3,STN_K03,1,K03_L2
PLF_K03_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,Virginia Square,Orange/Silver Line Platform to New Carrollton/Downtown Largo,38.88342483,-77.1029115,58,3,STN_K03,1,K03_L1
PLF_K02_OR_SV_VIENNA_ASHBURN,Clarendon,Orange/Silver Line Platform to Vienna/Ashburn,38.88678708,-77.09543881,1,3,STN_K02,1,K02_L3
PLF_K02_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,Clarendon,Orange/Silver Line Platform to New Carrollton/Downtown Largo,38.88670684,-77.09537622,1,3,STN_K02,1,K02_L3
PLF_K01_OR_SV_VIENNA_ASHBURN,Court House,Court House - Orange/Silver Line to Vienna/Ashburn,38.89031971,-77.08676121,1,3,STN_K01,1,K01_L3
PLF_K01_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,Court House,Court House - Orange/Silver Line to New Carrollton/Downtown Largo,38.89028365,-77.08673921,1,3,STN_K01,1,K01_L3
PLF_J03_BL_DOWNTOWN_LARGO,Franconia-Springfield,Blue Line to Downtown Largo,38.76640314,-77.16812277,3,3,STN_J03,1,J03_L1
PLF_J02_BL_FRANCONIA_SPRINGFIELD,Van Dorn St,Blue Line to Franconia-Springfield,38.7993205,-77.12924474,71,3,STN_J02,1,J02_L1
PLF_J02_BL_DOWNTOWN_LARGO,Van Dorn St,Blue Line to Downtown Largo,38.79925427,-77.1292301,71,3,STN_J02,1,
PLF_G05_BL_SV_FRANCONIA_SPRINGFIELD_ASHBURN,Downtown Largo,Downtown Largo - Blue/Silver Line to Franconia-Springfield/Ashburn,38.90074526,-76.84439002,86,3,STN_G05,1,G05_L2
PLF_G04_BL_SV_FRANCONIA_SPRINGFIELD_ASHBURN,Morgan Blvd,Morgan Blvd - Blue/Silver Line to Franconia-Springfield/Ashburn,38.89400306,-76.86775524,85,3,STN_G04,1,G04_L1
PLF_G04_BL_SV_DOWNTOWN_LARGO,Morgan Blvd,Morgan Blvd - Blue/Silver Line to Downtown Largo,38.89395528,-76.8677247,85,3,STN_G04,1,G04_L0
PLF_G03_BL_SV_FRANCONIA_SPRINGFIELD_ASHBURN,Addison Rd,Addison Rd - Blue/Silver Line to Franconia-Springfield and   Ashburn,38.88674713,-76.89514708,1,3,STN_G03,1,G03_L1
PLF_G03_BL_SV_DOWNTOWN_LARGO,Addison Rd,Addison Rd - Blue/Silver Line to Downtown Largo,38.88670038,-76.89514864,1,3,STN_G03,1,G05_L2
PLF_G02_BL_SV_FRANCONIA_SPRINGFIELD_ASHBURN,Capitol Heights,Capitol Heights - Blue/Silver Line to Franconia-Springfield/Ashburn,38.88949283,-76.91221558,5,3,STN_G02,1,G02_L2
PLF_G02_BL_SV_DOWNTOWN_LARGO,Capitol Heights,Capitol Heights - Blue/Silver Line to Downtown Largo,38.88944811,-76.91222469,5,3,STN_G02,1,G04_L0
PLF_G01_BL_SV_FRANCONIA_SPRINGFIELD_ASHBURN,Benning Rd,Benning Rd - Blue/Silver Line Platform to Franconia-Springfield/Ashburn,38.89083225,-76.93817531,10,3,STN_G01,1,G01_L2
PLF_G01_BL_SV_DOWNTOWN_LARGO,Benning Rd,Benning Rd - Blue/Silver Line  to Downtown Largo,38.8907937,-76.93820918,10,3,STN_G01,1,G03_L0
PLF_F11_GR_GREENBELT,Branch Ave,Green Line Platform to Greenbelt,38.82674142,-76.91180868,83,3,STN_F11,1,F11_L1
PLF_F10_GR_GREENBELT,Suitland,Green Line Platform to Greenbelt,38.84455113,-76.93269823,82,3,STN_F10,1,F10_L1
PLF_F10_GR_BRANCH_AVE,Suitland,Green Line Platform to Branch Ave,38.84451332,-76.93275234,82,3,STN_F10,1,F10_L1
PLF_F09_GR_GREENBELT,Naylor Rd,Green Line Platform to Greenbelt,38.85116355,-76.95647415,81,3,STN_F09,1,F09_L1
PLF_F09_GR_BRANCH_AVE,Naylor Rd,Green Line Platform to Branch Ave,38.85111402,-76.95646318,81,3,STN_F09,1,F09_L1
PLF_F08_GR_GREENBELT,Southern Ave,Green Line Platform to Greenbelt,38.84101129,-76.97516512,80,3,STN_F08,1,F08_L1
PLF_F08_GR_BRANCH_AVE,Southern Ave,Green Line Platform to Branch Ave,38.84097869,-76.97512494,80,3,STN_F08,1,F08_L1
PLF_F07_GR_GREENBELT,Congress Heights,Green Line Platform to Greenbelt,38.84559307,-76.98833301,79,3,STN_F07,1,F07_L2
PLF_F07_GR_BRANCH_AVE,Congress Heights,Green Line Platform to Branch Ave,38.84557176,-76.98837744,79,3,STN_F07,1,F07_L2
PLF_F06_GR_GREENBELT,Anacostia,Green Line to Greenbelt,38.86246644,-76.9952785,10,3,STN_F06,1,F06_L1
PLF_F06_GR_BRANCH_AVE,Anacostia,Green Line to Branch Ave,38.86245143,-76.99535125,10,3,STN_F06,1,F06_L1
PLF_F05_GR_GREENBELT,Navy Yard-Ballpark,Green Line Platform to Greenbelt,38.87649527,-77.00531819,10,3,STN_F05,1,F05_L2
PLF_F05_GR_BRANCH_AVE,Navy Yard-Ballpark,Green Line Platform to Branch Ave,38.87643479,-77.00531852,10,3,STN_F05,1,F05_L2
PLF_F04_GR_GREENBELT,Waterfront,Green Line to Greenbelt,38.87647404,-77.0178945,10,3,STN_F04,1,F04_L2
PLF_F04_GR_BRANCH_AVE,Waterfront,Green Line to Brance Ave,38.87642288,-77.01789341,10,3,STN_F04,1,F04_L2
PLF_F02_GR_YL_GREENBELT_FORT_TOTTEN,Archives,Archives  - Green/Yellow Line Platform to Greenbelt/Fort Totten,38.89350508,-77.02186593,10,3,STN_F02,1,F02_L2
PLF_F02_GR_YL_BRANCH_AVE_HUNTINGTON,Archives,Archives  - Green/Yellow Line Platform to Branch Ave/Huntington,38.89350536,-77.02194551,10,3,STN_F02,1,F02_L2
PLF_E09_GR_YL_GREENBELT,College Park-U of MD,College Park U-Of MD - Green/Yellow Line to Greenbelt,38.97839586,-76.92826355,8,3,STN_E09,1,E09_L2
PLF_E09_GR_YL_BRANCH_AVE_HUNTINGTON,College Park-U of MD,College Park U-Of MD - Green/Yellow Line to Branch Ave/Huntington,38.97841073,-76.92832678,8,3,STN_E09,1,E09_L2
PLF_E08_YL_GR_HUNTINGTON_BRANCH_AVE,Hyattsville Crossing,Hyattsville Crossing - Yellow/Green Line to Huntington/Branch Ave,38.96533004,-76.95631524,5,3,STN_E08,1,E08_L1
PLF_E08_YL_GR_GREENBELT,Hyattsville Crossing,Hyattsville Crossing - Yellow/Green Line to Greenbelt,38.96523164,-76.95631901,5,3,STN_E08,1,E08_L1
PLF_E07_GR_YL_GREENBELT,West Hyattsville,Green Line/Yellow Line to Greenbelt,38.95550402,-76.96930163,5,3,STN_E07,1,E07_L1
PLF_E07_GR_YL_BRANCH_AVE_HUNTINGTON,West Hyattsville,Green Line/Yellow Line to Branch Ave/Huntington,38.955546,-76.96942752,5,3,STN_E07,1,E07_L1
PLF_E03_GR_YL_GREENBELT_FORT_TOTTEN,U St,Green/Yellow Line Platform to Greenbelt/Fort Totten,38.91697361,-77.02805614,70,3,STN_E03,1,E03_L2
PLF_E03_GR_YL_BRANCH_AVE_HUNTINGTON,U St,Green/Yellow Line Platform to Branch Ave/Huntington,38.9170287,-77.02805522,70,3,STN_E03,1,E03_L2
PLF_E02_GR_YL_GREENBELT_FORT_TOTTEN,Shaw-Howard,Green/Yellow Line Platform to Greenbelt/Fort Totten,38.91381274,-77.02188992,69,3,STN_E02,1,E02_L2
PLF_E02_GR_YL_BRANCH_AVE_HUNTINGTON,Shaw-Howard,Green/Yellow Line Platform to Branch Ave/Huntington,38.91381289,-77.02195072,69,3,STN_E02,1,E02_L2
PLF_E01_GR_YL_GREENBELT_FORT_TOTTEN,Mt Vernon Square,Mt Vernon Square - Green/Yellow Line to Greenbelt/Fort Totten,38.90653604,-77.02188345,66,3,STN_E01,1,E01_L2
PLF_E01_GR_YL_BRANCH_AVE_HUNTINGTON,Mt Vernon Square,Mt Vernon Square - Green/Yellow Line to Branch Ave/Huntington,38.9065364,-77.02195399,66,3,STN_E01,1,E01_L2
PLF_D12_OR_VIENNA,Landover,Orange Line Platform to Vienna-Fairfax/GMU,38.93365138,-76.89098014,5,3,STN_D12,1,D12_L1
PLF_D12_OR_NEW_CARROLLTON,Landover,Orange Line Platform to New Carrollton,38.93369514,-76.891027,5,3,STN_D12,1,D12_L1
PLF_D11_OR_VIENNA,Cheverly,Orange Line Platform to Vienna Fairfax-GMU,38.91668305,-76.91668551,5,3,STN_D11,1,D11_L2
PLF_D11_OR_NEW_CARROLLTON,Cheverly,Orange Line Platform to New Carrollton,38.91658457,-76.91663293,5,3,STN_D11,1,D11_L2
PLF_D10_OR_VIENNA,Deanwood,Orange Line Platform to Vienna,38.90836149,-76.93499941,10,3,STN_D10,1,D10_L2
PLF_D10_OR_NEW_CARROLLTON,Deanwood,Orange Line Platform to New Carrollton,38.9083398,-76.93497343,10,3,STN_D10,1,D10_L2
PLF_D09_OR_VIENNA,Minnesota Ave,Minnesota Ave - Orange Line to Vienna,38.89929404,-76.9466144,10,3,STN_D09,1,D09_L2
PLF_D09_OR_NEW_CARROLLTON,Minnesota Ave,Minnesota Ave - Orange Line to New Carrollton,38.89926053,-76.94657186,10,3,STN_D09,1,D09_L2
PLF_D08_OR_BL_SV_VIENNA_FRANCONIA_ASHBURN,Stadium-Armory,Orange Line/Blue Line/Silver Line to Vienna/Franconia-Springfield/Ashburn,38.88647332,-76.97711049,10,3,STN_D08,1,D08_L2
PLF_D08_OR_BL_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,Stadium-Armory,Orange Line/Blue Line/Silver Line to New Carrollton/Downtown Largo,38.88647376,-76.9770246,10,3,STN_D08,1,D10_L2
PLF_D07_OR_BL_SV_VIENNA_FRANCONIA_ASHBURN,Potomac Ave,Orange Line/Blue Line/Silver Line to Vienna/Franconia-Springfield/Ashburn,38.881286,-76.98553177,10,3,STN_D07,1,D07_L2
PLF_D07_OR_BL_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,Potomac Ave,Orange Line/Blue Line/Silver Line to New Carrollton/Downtown Largo,38.88123896,-76.98553254,10,3,STN_D07,1,D08_L1
PLF_D06_OR_VIENNA_BL_FRANCONIA_SV_ASHBURN,Eastern Market,Orange Line/Blue Line/Silver Line to Vienna/Franconia-Springfield/Ashburn,38.88460563,-76.9959539,10,3,STN_D06,1,D06_L2
PLF_D06_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,Eastern Market,Orange Line/Blue Line/Silver Line to New Carrollton/Downtown Largo,38.88455611,-76.99598486,10,3,STN_D06,1,D08_L1
PLF_D05_OR_VIENNA_BL_FRANCONIA_SV_ASHBURN,Capitol South,Orange Line/Blue Line/Silver Line to Vienna/Franconia-Springfield/Ashburn,38.88509494,-77.00550606,10,3,STN_D05,1,D05_L2
PLF_D05_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,Capitol South,Orange Line/Blue Line/Silver Line to New Carollton/Downtown Largo,38.88503714,-77.00550547,10,3,STN_D05,1,D07_L2
PLF_D04_OR_VIENNA_BL_FRANCONIA_SV_ASHBURN,Federal Center SW,Orange Line/Blue Line/Silver Line to Vienna/Franconia-Springfield/Ashburn,38.8850963,-77.01567984,10,3,STN_D04,1,D06_L1
PLF_D04_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,Federal Center SW,Orange Line/Blue Line/Silver Line to New Carrollton/Downtown Largo,38.88503805,-77.01567835,10,3,STN_D04,1,D06_L2
PLF_D03_F03_YL_HUNTINGTON_GR_BRANCH_AVE,L'Enfant Plaza,GR/YLTo Branch Ave/Huntington,38.88489248,-77.02199254,10,3,STN_D03_F03,1,D03_F03_L1
PLF_D03_F03_OR_VIENNA_BL_FRANCONIA_SV_ASHBURN,L'Enfant Plaza,OR/BL/SV to Vienna/Franconia-Springfield/Ashburn,38.88487302,-77.02206195,10,3,STN_D03_F03,1,D03_F03_L2
PLF_D03_F03_OR_NEW_CARROLLTON_SV_BL_DOWNTOWN_LARGO,L'Enfant Plaza,OR/BL/SV to New Carrollton/Downtown Largo,38.88480486,-77.02206218,10,3,STN_D03_F03,1,D03_F03_L2
PLF_D03_F03_GR_GREENBELT_YL_FORT_TOTTEN,L'Enfant Plaza,GR/YLTo Greenbelt/Fort Totten,38.88489246,-77.02183016,10,3,STN_D03_F03,1,D03_F03_L1
PLF_D02_OR_VIENNA_BL_FRANCONIA_SV_ASHBURN,Smithsonian,OR/BL/SV Lines to Vienna/Franconia-Springfield/Ashburn,38.88809712,-77.02844394,50,3,STN_D02,1,D02_L2
PLF_D02_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,Smithsonian,OR/BL/SV Lines to New Carrollton/Downtown Largo,38.8880736,-77.02854974,50,3,STN_D02,1,D02_L1
PLF_D01_OR_VIENNA_BL_FRANCONIA_SV_ASHBURN,Federal Triangle,OR/BL/SV Lines to Vienna/Franconia-Springfield/Ashburn,38.89385912,-77.02809948,10,3,STN_D01,1,D01_L3
PLF_D01_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,Federal Triangle,OR/BL/SV Lines to New Carrollton/Downtown Largo,38.89385874,-77.02815982,10,3,STN_D01,1,D02_L1
PLF_C14_YL_HUNTINGTON,Eisenhower Ave,YL Line to Huntington,38.80032507,-77.07127438,1,3,STN_C14,1,C14_L1
PLF_C14_YL_FORT_TOTTEN,Eisenhower Ave,YL Line to Fort Totten,38.80024996,-77.07117679,1,3,STN_C14,1,C14_L1
PLF_C13_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,King St-Old Town,BL/YL Lines to Franconia-Springfield/Huntington,38.80673126,-77.06083557,1,3,STN_C13,1,C13_L1
PLF_C13_BL_DOWNTOWN_LARGO_YL_GREENBELT,King St-Old Town,BL/YL Lines to Downtown Largo/Greenbelt,38.80668302,-77.06078042,1,3,STN_C13,1,C15_L2
PLF_C12_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,Braddock Rd,BL/YL Lines to Franconia-Springfield/Huntington,38.8141241,-77.05372151,7,3,STN_C12,1,C12_L1
PLF_C12_BL_DOWNTOWN_LARGO_YL_GREENBELT,Braddock Rd,BL/YL Lines to Downtown Largo/Greenbelt,38.8141007,-77.0536719,7,3,STN_C12,1,C14_L1
PLF_C10_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,Ronald Reagan Washington National Airport-Trains South Toward Alexandria,BL/YL Lines to Franconia-Springfield/Huntington,38.85352604,-77.0441104,11,3,STN_C10,1,C10_L1
PLF_C10_BL_DOWNTOWN_LARGO_YL_GREENBELT,Ronald Reagan Washington National Airport-Trains North Washington Dc & Maryland Via Virginia,BL/YL Lines to Downtown Largo/Greenbelt,38.85355095,-77.04401391,11,3,STN_C10,1,C12_L1
PLF_C09_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,Crystal City,BL/YL Lines to Franconia-Springfield/Huntington,38.85777756,-77.05067529,11,3,STN_C09,1,C09_L2
PLF_C09_BL_DOWNTOWN_LARGO_YL_GREENBELT,Crystal City,BL/YL Lines to Downtown Largo/Greenbelt,38.85786349,-77.0506949,11,3,STN_C09,1,C10_L0
PLF_C08_BL_FRANCONIA-SPRINGFIELD_YL_HUNTINGTON,Pentagon City,BL/YL/ Lines to Franconia-Springfield/Huntington,38.86205325,-77.05955115,43,3,STN_C08,1,C08_L2
PLF_C08_BL_DOWNTOWN_LARGO_YL_GREENBELT,Pentagon City,BL/YL Lines to Downtown Largo/Greenbelt,38.86204202,-77.05942435,43,3,STN_C08,1,C09_L1
PLF_C06_BL_FRANCONIA-SPRINGFIELD,Arlington Cemetery,BL Line to Franconia-Springfield,38.88437975,-77.0630464,3,3,STN_C06,1,C06_L2
PLF_C06_BL_DOWNTOWN_LARGO,Arlington Cemetery,BL Line to Franconia-Springfield,38.88442395,-77.06292433,3,3,STN_C06,1,C06_L1
PLF_C05_OR_NEW_CARROLLTON_DOWNTOWN_LARGO,Rosslyn,OR/BL/SV Lines to New Carrollton/Downtown Largo,38.89606437,-77.0708079,11,3,STN_C05,1,C05_L2
PLF_C05_OR_BL_SV_VIENNA_FRANCONIA_ASHBURN,Rosslyn,OR/BL/SV Lines to Vienna/Franconia-Springfield/Ashburn,38.89600646,-77.07087281,11,3,STN_C05,1,C05_L2
PLF_C04_OR_VIENNA_BL_FRANCONIA_SV_ASHBURN,Foggy Bottom-GWU,OR/BL/SV Lines to Vienna/Franconia-Springfield/Ashburn,38.90072358,-77.05014957,10,3,STN_C04,1,C04_L2
PLF_C04_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,Foggy Bottom-GWU,OR/BL/SV Lines to New Carrollton/Downtown Largo,38.90065923,-77.05014635,10,3,STN_C04,1,C05_L1
PLF_C03_OR_VIENNA_BL_FRANCONIA_SV_ASHBURN,Farragut West,OR/BL/SV Lines to Vienna/Franconia-Springfield/Ashburn,38.9013788,-77.04094719,10,3,STN_C03,1,C03_L2
PLF_C03_OR_NEW_CARROLLTON_BL_SV_DOWNTOWN_LARGO,Farragut West,OR/BL/SV Lines to New Carrollton/Downtown Largo,38.90128977,-77.04094533,10,3,STN_C03,1,C04_L2
PLF_B35_RD_SHADY_GROVE,NoMa-Gallaudet U,RD Line to Shady Grove,38.90660023,-77.00335783,84,3,STN_B35,1,B35_L1
PLF_B35_RD_GLENMONT,NoMa-Gallaudet U,RD Line to Glenmont,38.90658183,-77.0032713,84,3,STN_B35,1,B35_L1
PLF_B10_RD_SHADY_GROVE,Wheaton,Rd Line to Shady Grove,39.03761516,-77.05023671,7,3,STN_B10,1,B10_L2
